OperationId,OperationName,FieldKey,NonZeroCount,DistinctValueCount,SampleValues,TokenRenderings,SemanticSummary,Confidence,TriageBucket,TriageScore,TriageNotes,ContextTags,Notes
12,CC,ExtData[4].Val2,5,1,6,(none),CC ext-data operation-type code for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 4. This field consistently holds a ComponentOperation-family type code across extracted client BIN data. Values in the known range map to ComponentOperation names; values above the known range are undocumented operation types. Dominant raw values: 6 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[4].Val3,5,1,1,(none),CC ext-data profile selector for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 4. This compact enum-like field behaves like the main profile selector inside the recurring CC ext-data block. Dominant raw values: 1 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[4].Val4,5,1,8,(none),CC ext-data family marker for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 4. This field is almost fixed at 8 with a minority 9 variant, so it behaves like a layout-family tag rather than a free scalar. Dominant raw values: 8 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
12,CC,ExtData[4].Val6,5,1,4159,(none),CC ext-data reference/link field for the slot-local control payload.,Structural,High,137,priority operation; 813 referencing abilities; ext-data slot; structural role inferred.,"Damage, Disarm, Heal, Immunity, Knockdown, Root, Silence, Snare, Stun","5 non-zero observation(s) across 586 component row(s); example component ids: 16774, 16775, 16776, 16777, 16778. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This is a structural inference from recurring CC ext-data layouts in extracted client BIN rows for ExtData slot 4. This field behaves like a branch-local reference slot: some nearby CC branches carry exact RequirementId matches here, while other branches carry identifier-like values instead of scalar payloads. Dominant raw values: 4159 x5. Exact per-value retail semantics are still unresolved; use the value-profile evidence to inspect raw-value clusters."
38,IMMUNITY,Duration,103,20,"10000, 100000, 120000, 15000, 18000, 20000, 25000, 30000, 3600000, 4000, 40000, 420000",DURA_SECONDS,read the selected component's Duration field and format it as seconds.,Confirmed,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger","103 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 12858, 12859, 12889, 12898, 12899, 12907, 12908, 13041, 13052. Layouts: u32-values. Client-token evidence comes from extracted ability text. Londo rows are last-resort toolkit references and should be treated cautiously."
38,IMMUNITY,Interval,4,2,"1000, 250",FREQ_SECONDS,read the selected component's Interval field and format it as seconds.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","4 non-zero observation(s) across 169 component row(s); example component ids: 10663, 10665, 13109, 26771. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation."
38,IMMUNITY,Radius,4,3,"120, 2000, 240",RADI_FEET,read the selected component's Radius field and format it as feet.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","4 non-zero observation(s) across 169 component row(s); example component ids: 10663, 10665, 18448, 5862. Layouts: u32-values. No direct operation-specific token evidence exists yet. These rows come from the same field key observed in other component operations and are therefore inferred for this operation."
38,IMMUNITY,MaxTargets,1,1,1,(none),Maximum target-count cap for the component payload.,Inferred,Resolved,0,This field already has extracted-client semantic coverage and does not need unknown-first triage.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun",1 non-zero observation(s) across 169 component row(s); example component ids: 5862. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This inferred meaning comes from the descriptive client field name and the observed value shapes in extracted client BIN rows. The client-side field name and the observed small integer values indicate a hard cap on how many targets the component may affect. Dominant raw values: 1 x1. Exact display formatting is not directly token-confirmed yet.
38,IMMUNITY,FlagsRaw,27,1,1,(none),Packed raw flag bitfield for the component payload.,Structural,Medium,116,priority operation; flag bitfield candidate; structural role inferred.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","27 non-zero observation(s) across 169 component row(s); example component ids: 12858, 12859, 13697, 16624, 16655, 18090, 18092, 18448, 24549, 24576, 24876, 24905. Layouts: u32-values. No client-token evidence or manual override exists yet for this field. This structural inference comes from the explicit client field name and the recurring raw bit-pattern values in extracted client BIN rows. The client field name is explicit, but the exact meaning of each bit is still operation-specific and unresolved. Value-note bit positions are zero-based. Dominant raw values: 1 x27. Exact per-bit retail semantics are still unresolved; use the value-profile evidence to inspect recurring flag combinations."
38,IMMUNITY,Value08,66,1,1,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Medium,108,priority operation.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","66 non-zero observation(s) across 169 component row(s); example component ids: 10663, 10665, 13167, 13282, 13697, 13836, 13891, 16652, 18090, 18091, 18092, 18448. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Value[0],169,31,"1, 1001, 1002, 1004, 1012, 1014, 1015, 1016, 1018, 1019, 1020, 1023",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,High,161,priority operation; 169 non-zero rows; 31 distinct values; generic value slot.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","169 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 10663, 10665, 12858, 12859, 12889, 12898, 12899, 12907, 12908. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Value[1],153,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,High,122,priority operation; 153 non-zero rows; generic value slot.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","153 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 10663, 10665, 12889, 12898, 12899, 12907, 12908, 13041, 13052. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Value[2],57,8,"1, 11, 2, 3, 4, 5, 6, 7",(none),No extracted-client semantic mapping is known yet for this field.,Unknown,High,131,priority operation; generic value slot.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","57 non-zero observation(s) across 169 component row(s); example component ids: 17996, 17997, 17998, 2070, 2071, 2072, 27834, 27835, 27836, 28306, 28307, 326. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Multiplier[0],169,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,33,priority operation; 169 non-zero rows; multiplier-array noise.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","169 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 10663, 10665, 12858, 12859, 12889, 12898, 12899, 12907, 12908. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Multiplier[1],169,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,33,priority operation; 169 non-zero rows; multiplier-array noise.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","169 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 10663, 10665, 12858, 12859, 12889, 12898, 12899, 12907, 12908. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
38,IMMUNITY,Multiplier[2],169,1,100,(none),No extracted-client semantic mapping is known yet for this field.,Unknown,Low,33,priority operation; 169 non-zero rows; multiplier-array noise.,"CrowdControl, Damage, Immunity, Knockback, Knockdown, Root, Snare, Stagger, Stun","169 non-zero observation(s) across 169 component row(s); example component ids: 10643, 10654, 10655, 10663, 10665, 12858, 12859, 12889, 12898, 12899, 12907, 12908. Layouts: u32-values. No client-token evidence or manual override exists yet for this field."
